ITEM_NO,CLI_CODE,LE_CODE,SO_REF,SO_DATE,DLVRY_DATE,QTY,PRICE,TOT_VAL,MARGIN_PCT
ART00456,CLI073,LE003,SO7227873,10/06/2024,11/13/2024,181,3151.74,570464.94,37.89
ART00489,CLI022,LE003,SO5719417,03/13/2022,03/29/2022,297,98.95,29388.15,35.78
ART00763,CLI047,LE001,SO7288148,10/14/2024,10/30/2024,325,9.04,2938,30.64
ART00468,CLI079,LE001,SO7858863,12/26/2022,01/16/2023,460,79.3,36478,50.5
ART00004,CLI004,LE001,SO3747022,11/02/2024,12/16/2024,396,894.04,354039.84,33.3
ART00080,CLI038,LE001,SO3363214,04/23/2023,06/07/2023,449,324.5,145700.5,18.25
ART00652,CLI021,LE003,SO3825012,05/04/2021,06/15/2021,162,545.92,88439.04,18.36
ART00621,CLI050,LE003,SO4943577,12/02/2022,12/06/2022,410,2218.6,909626,34.13
ART00677,CLI085,LE003,SO1710511,08/11/2021,08/21/2021,247,1909.27,471589.69,48.94
ART00572,CLI043,LE002,SO1171814,11/28/2021,12/07/2021,336,492.88,165607.68,36.52
ART00189,CLI081,LE001,SO6575123,12/16/2023,,392,286.08,112143.36,44.49
ART00940,CLI079,LE001,SO9048287,05/17/2021,05/18/2021,496,5477.94,2717058.24,34.05
ART00566,CLI070,LE001,SO2305907,02/10/2023,03/15/2023,10,241.65,2416.5,18.53
ART00017,CLI027,LE003,SO1456524,03/17/2021,,159,51.98,8264.82,42.75
ART00292,CLI015,LE001,SO5399779,11/18/2023,,6,34.13,204.78,23.97
ART00623,CLI026,LE002,SO6163697,02/20/2023,04/06/2023,236,978.46,230916.56,17.99
ART00878,CLI078,LE003,SO8718981,12/06/2023,01/18/2024,288,16.05,4622.4,34.08
ART00127,CLI047,LE001,SO3678670,09/24/2024,10/17/2024,120,264.78,31773.6,20.52
ART00303,CLI090,LE001,SO7180411,05/08/2021,06/21/2021,455,15.23,6929.65,43.73
ART00245,CLI016,LE003,SO8713895,08/17/2022,09/13/2022,493,638.31,314686.83,22.39
ART00449,CLI078,LE003,SO8420136,03/09/2022,,207,999.03,206799.21,45.05
ART00088,CLI096,LE003,SO6972374,11/16/2022,,235,92.7,21784.5,38.43
ART00418,CLI033,LE001,SO2326656,04/07/2022,04/23/2022,375,682.25,255843.75,22.91
ART00896,CLI063,LE001,SO3321852,10/18/2023,,5,72.62,363.1,15.16
ART00951,CLI047,LE001,SO1199785,11/14/2024,12/26/2024,329,109.14,35907.06,16.47
ART00005,CLI098,LE002,SO4562511,11/20/2023,12/27/2023,210,36.73,7713.3,24.69
ART00813,CLI092,LE003,SO7052852,03/13/2024,03/28/2024,227,71.7,16275.9,20.91
ART00078,CLI046,LE002,SO7654484,04/18/2021,05/30/2021,418,6926.16,2895134.88,38.38
ART00795,CLI063,LE001,SO8291129,08/18/2021,,295,38.1,11239.5,33.99
ART00069,CLI043,LE002,SO6981477,05/02/2024,06/06/2024,169,378.81,64018.89,12.16
ART00845,CLI085,LE003,SO5770818,09/04/2022,10/09/2022,430,984.16,423188.8,40.87
ART00060,CLI085,LE003,SO8215859,01/21/2022,02/03/2022,69,1040.8,71815.2,25.93
ART00291,CLI033,LE001,SO6834449,05/15/2022,05/26/2022,301,155.04,46667.04,37.22
ART00258,CLI050,LE003,SO7759068,10/13/2021,11/27/2021,31,50.5,1565.5,40.61
ART00699,CLI023,LE002,SO8578042,11/19/2024,11/26/2024,400,549.68,219872,29.73
ART00146,CLI015,LE001,SO5489158,09/07/2023,09/27/2023,364,859.72,312938.08,41.32
ART00486,CLI064,LE003,SO5727371,01/28/2022,02/16/2022,491,729.58,358223.78,15.89
ART00447,CLI054,LE002,SO1840480,03/11/2021,03/25/2021,293,209.9,61500.7,18.28
ART00563,CLI073,LE003,SO7807072,04/18/2024,04/30/2024,82,95.43,7825.26,39.59
ART00085,CLI039,LE003,SO1762034,12/26/2021,01/31/2022,60,129.53,7771.8,36.02
ART00833,CLI049,LE003,SO5837418,10/18/2022,,15,594.4,8916,48.77
ART00769,CLI028,LE002,SO9515897,10/28/2023,11/25/2023,101,57.89,5846.89,48.26
ART00763,CLI079,LE001,SO4490930,12/06/2022,12/10/2022,251,9.29,2331.79,32.51
ART00505,CLI012,LE001,SO6482055,05/17/2021,05/24/2021,307,733.81,225279.67,15.79
ART00148,CLI023,LE002,SO6503561,11/05/2022,,396,714.72,283029.12,55.28
ART00296,CLI072,LE001,SO7900898,04/29/2023,05/02/2023,293,311.94,91398.42,51.35
ART00936,CLI019,LE002,SO7838139,05/22/2023,06/25/2023,198,2374.13,470077.74,30.21
ART00587,CLI007,LE001,SO8676019,12/08/2022,01/20/2023,114,132.86,15146.04,21.87
ART00633,CLI081,LE001,SO7562874,02/23/2023,04/09/2023,304,26.23,7973.92,27.6
ART00716,CLI064,LE003,SO7065539,09/10/2022,09/23/2022,315,49.99,15746.85,35.33
ART00971,CLI093,LE001,SO4890230,09/23/2022,10/30/2022,310,108.08,33504.8,37.82
ART00172,CLI064,LE003,SO8614459,03/11/2021,,143,2501.3,357685.9,42.39
ART00872,CLI031,LE001,SO8053753,06/14/2024,07/26/2024,371,293.84,109014.64,40.12
ART00135,CLI041,LE001,SO2358237,08/29/2021,09/14/2021,19,567.55,10783.45,36.13
ART00725,CLI056,LE001,SO4608712,12/09/2024,01/12/2025,467,802.52,374776.84,37.46
ART00106,CLI062,LE001,SO8354640,03/19/2024,03/31/2024,62,460.8,28569.6,28.21
ART00660,CLI049,LE003,SO9082400,03/13/2022,04/17/2022,70,19.5,1365,41.38
ART00758,CLI078,LE003,SO8542685,03/05/2021,04/14/2021,150,22.29,3343.5,10.72
ART00373,CLI001,LE002,SO4111769,12/06/2024,01/17/2025,54,362.22,19559.88,51.75
ART00715,CLI044,LE001,SO1465246,12/04/2024,12/17/2024,339,224.45,76088.55,20.7
ART00283,CLI029,LE003,SO6776897,05/21/2024,06/14/2024,120,17.91,2149.2,7.87
ART00843,CLI035,LE003,SO2427067,02/20/2024,03/17/2024,278,610.49,169716.22,42.87
ART00373,CLI037,LE003,SO8787954,04/27/2021,05/20/2021,270,302.92,81788.4,42.3
ART00036,CLI070,LE001,SO5989974,01/11/2023,01/30/2023,458,259.11,118672.38,34.44
ART00619,CLI011,LE003,SO8033015,05/08/2022,06/13/2022,4,9.05,36.2,24.31
ART00499,CLI088,LE001,SO5671097,01/30/2023,02/24/2023,27,15.27,412.29,30.06
ART00576,CLI072,LE001,SO5325253,12/21/2023,01/05/2024,16,114.73,1835.68,34.44
ART00906,CLI090,LE001,SO4233583,11/16/2023,11/19/2023,17,8475.06,144076.02,48.53
ART00570,CLI052,LE001,SO4070034,11/28/2024,12/30/2024,33,528.3,17433.9,33.55
ART00641,CLI061,LE003,SO1804490,09/02/2022,10/17/2022,61,1939.09,118284.49,41.65
ART00875,CLI055,LE001,SO6992958,10/01/2023,11/07/2023,291,2284.4,664760.4,21.4
ART00777,CLI019,LE002,SO9057060,11/02/2023,11/07/2023,475,689.77,327640.75,24.28
ART00838,CLI024,LE003,SO3598245,12/29/2021,01/14/2022,382,11313.06,4321588.92,38.33
ART00072,CLI054,LE002,SO8927386,03/18/2022,03/26/2022,157,8504.84,1335259.88,46.3
ART00695,CLI035,LE003,SO1639056,04/12/2023,04/23/2023,30,7.08,212.4,19.07
ART00307,CLI094,LE003,SO1923292,07/04/2023,07/24/2023,453,131.04,59361.12,18.16
ART00996,CLI065,LE003,SO5987736,11/20/2024,12/01/2024,486,291.53,141683.58,52.49
ART00188,CLI031,LE001,SO9649879,01/13/2024,02/26/2024,132,6885.8,908925.6,39.82
ART00524,CLI035,LE003,SO8669297,03/17/2024,03/27/2024,309,48.1,14862.9,38.71
ART00351,CLI060,LE001,SO3790405,08/04/2023,08/13/2023,292,52.91,15449.72,41.96
ART00603,CLI097,LE001,SO2959638,12/10/2024,01/04/2025,435,1367.18,594723.3,20.24
ART00533,CLI087,LE002,SO3541557,11/03/2023,11/16/2023,469,51.8,24294.2,23.22
ART00698,CLI020,LE003,SO9391974,08/08/2021,,34,200.92,6831.28,23.35
ART00110,CLI055,LE001,SO6459321,12/13/2022,01/25/2023,218,190.69,41570.42,18.21
ART00506,CLI058,LE003,SO1846800,12/02/2024,,110,23.14,2545.4,38.46
ART00359,CLI056,LE001,SO1193867,03/23/2024,,452,307.06,138791.12,35.5
ART00754,CLI047,LE001,SO9446521,03/23/2024,04/13/2024,290,21.48,6229.2,27.75
ART00274,CLI001,LE002,SO2456743,04/22/2023,05/25/2023,125,8834.14,1104267.5,28.91
ART00296,CLI095,LE001,SO7733243,07/13/2021,,272,344.93,93820.96,56
ART00634,CLI089,LE003,SO6912744,07/27/2023,09/02/2023,446,7755.93,3459144.78,16.84
ART00459,CLI097,LE001,SO7482689,08/08/2024,09/19/2024,186,506.66,94238.76,8.58
ART00047,CLI063,LE001,SO9369673,11/10/2023,,139,1599.69,222356.91,11.9
ART00159,CLI010,LE002,SO2187105,11/28/2023,12/31/2023,9,735.05,6615.45,19.63
ART00327,CLI016,LE003,SO6449977,11/23/2021,12/21/2021,387,181.76,70341.12,56.29
ART00679,CLI046,LE002,SO8905891,09/03/2021,10/09/2021,271,32.44,8791.24,11.16
ART00257,CLI086,LE001,SO1650879,11/28/2023,12/15/2023,497,1559.4,775021.8,18.9
ART00042,CLI054,LE002,SO9937784,04/22/2024,05/05/2024,450,541.56,243702,30.48
ART00592,CLI057,LE002,SO7668976,11/04/2023,12/19/2023,14,1074.37,15041.18,34.55
ART00962,CLI085,LE003,SO7380658,11/23/2022,12/17/2022,274,349.19,95678.06,44.13
ART00766,CLI034,LE003,SO9809985,01/26/2023,02/04/2023,156,346.02,53979.12,44.36
ART00579,CLI052,LE001,SO7393564,07/03/2024,08/11/2024,398,932.91,371298.18,48.88
ART00710,CLI030,LE003,SO9919641,10/13/2024,11/06/2024,197,213.84,42126.48,32.97
ART00601,CLI012,LE001,SO3797703,05/07/2022,,158,1023.05,161641.9,41.06
ART00629,CLI078,LE003,SO2103533,12/17/2023,,132,9136.54,1206023.28,26.53
ART00669,CLI061,LE003,SO9350514,05/04/2022,05/08/2022,400,2302.55,921020,22.25
ART00016,CLI078,LE003,SO7129084,11/20/2024,12/23/2024,376,441.69,166075.44,39.1
ART00600,CLI047,LE001,SO2501369,05/17/2024,05/21/2024,70,58.09,4066.3,33.41
ART00527,CLI028,LE002,SO9054486,06/24/2023,07/02/2023,186,328.61,61121.46,53.29
ART00938,CLI010,LE002,SO8982084,06/28/2021,07/24/2021,8,254.3,2034.4,40.84
ART00567,CLI053,LE003,SO3403267,06/07/2021,,227,380.15,86294.05,39.87
ART00653,CLI094,LE003,SO6347021,07/17/2023,07/30/2023,252,6933.3,1747191.6,25.26
ART00902,CLI005,LE001,SO3585689,04/27/2021,05/06/2021,161,213.85,34429.85,29.24
ART00759,CLI040,LE003,SO1400631,09/16/2022,10/07/2022,90,8992.98,809368.2,43.58
ART00988,CLI091,LE002,SO1999176,11/06/2021,12/12/2021,323,127.64,41227.72,26.67
ART00219,CLI018,LE003,SO2079115,08/09/2024,,140,1112.08,155691.2,29.96
ART00395,CLI058,LE003,SO7040079,06/11/2024,07/14/2024,226,22.29,5037.54,54.6
ART00863,CLI024,LE003,SO2326630,10/10/2021,10/14/2021,63,43.22,2722.86,31.65
ART00074,CLI090,LE001,SO8929586,04/11/2023,05/09/2023,386,74.2,28641.2,56.7
ART00436,CLI026,LE002,SO4473043,03/19/2023,04/26/2023,248,616.85,152978.8,26.92
ART00134,CLI007,LE001,SO4838463,03/22/2022,03/28/2022,64,368.74,23599.36,46.54
ART00105,CLI037,LE003,SO7851143,09/14/2021,10/07/2021,44,27.94,1229.36,26.91
ART00929,CLI026,LE002,SO8738303,07/28/2024,08/21/2024,8,450.29,3602.32,12.89
ART00115,CLI002,LE003,SO4718122,05/20/2023,05/31/2023,56,409.59,22937.04,29.33
ART00888,CLI072,LE001,SO2250705,12/29/2023,01/31/2024,431,557.78,240403.18,52.55
ART00866,CLI072,LE001,SO2215341,11/24/2024,12/26/2024,17,101.74,1729.58,45.51
ART00722,CLI020,LE003,SO8350098,06/09/2021,07/20/2021,12,115.32,1383.84,26.37
ART00357,CLI056,LE001,SO5207024,10/12/2023,11/25/2023,494,12572.3,6210716.2,46.87
ART00456,CLI069,LE002,SO9357207,01/24/2022,01/28/2022,470,3790.29,1781436.3,48.36
ART00731,CLI063,LE001,SO1414310,12/28/2021,01/18/2022,452,1354.61,612283.72,46.78
ART00863,CLI084,LE002,SO3478264,01/24/2021,02/02/2021,93,41.41,3851.13,28.66
ART00981,CLI045,LE003,SO4226478,09/06/2024,09/20/2024,393,56.81,22326.33,12.41
ART00410,CLI056,LE001,SO7433315,01/11/2022,01/25/2022,362,54.65,19783.3,38.32
ART00956,CLI005,LE001,SO9381506,11/28/2023,12/20/2023,146,8008.7,1169270.2,21.16
ART00286,CLI064,LE003,SO6999216,12/16/2022,01/13/2023,218,1150.47,250802.46,39.23
ART00189,CLI063,LE001,SO6584561,12/21/2022,01/01/2023,377,272.8,102845.6,41.79
ART00732,CLI033,LE001,SO4380590,08/10/2023,09/15/2023,428,918.8,393246.4,45.71
ART00190,CLI009,LE003,SO5512692,04/28/2023,06/08/2023,175,1149.7,201197.5,41.4
ART00102,CLI019,LE002,SO6793052,11/18/2021,12/26/2021,248,3239.05,803284.4,43.33
ART00407,CLI014,LE003,SO1110252,05/11/2023,05/20/2023,355,719.98,255592.9,34.15
ART00288,CLI015,LE001,SO6485596,12/07/2024,01/19/2025,312,526.06,164130.72,34.17
ART00805,CLI006,LE002,SO9713226,08/16/2021,09/27/2021,176,9668.43,1701643.68,36.85
ART00251,CLI034,LE003,SO2697652,02/05/2024,02/07/2024,165,885.36,146084.4,39.68
ART00701,CLI044,LE001,SO8283294,07/10/2024,08/16/2024,499,111.67,55723.33,11.36
ART00653,CLI039,LE003,SO2791848,08/14/2022,09/03/2022,282,7737.32,2181924.24,33.03
ART00253,CLI069,LE002,SO2551223,04/07/2023,04/16/2023,148,703.34,104094.32,34.43
ART00991,CLI069,LE002,SO2708257,02/03/2023,03/13/2023,135,456.51,61628.85,53.32
ART00390,CLI065,LE003,SO8461500,04/18/2021,06/01/2021,105,49.26,5172.3,34.45
ART00716,CLI007,LE001,SO5749305,12/24/2022,12/26/2022,53,59.91,3175.23,46.04
ART00526,CLI008,LE001,SO5936338,04/27/2021,05/25/2021,266,319.98,85114.68,14.69
ART00246,CLI042,LE003,SO1420026,07/15/2024,07/27/2024,451,8.24,3716.24,19.66
ART00340,CLI090,LE001,SO5849323,08/18/2022,09/07/2022,199,16.29,3241.71,39.9
ART00251,CLI018,LE003,SO5025955,10/01/2024,,188,834.66,156916.08,36.01
ART00636,CLI051,LE002,SO8008968,07/05/2023,07/19/2023,344,7.86,2703.84,28.75
ART00936,CLI045,LE003,SO3676012,05/14/2024,05/31/2024,53,2590.34,137288.02,36.04
ART00977,CLI028,LE002,SO3935085,10/03/2024,11/01/2024,466,395.76,184424.16,32.28
ART00436,CLI024,LE003,SO2482639,05/02/2021,05/25/2021,315,589.96,185837.4,23.59
ART00468,CLI039,LE003,SO7851778,07/19/2022,08/21/2022,77,75.95,5848.15,48.32
ART00117,CLI057,LE002,SO7964416,09/26/2021,11/04/2021,84,1747.17,146762.28,21.12
ART00908,CLI065,LE003,SO1544200,09/16/2022,10/20/2022,137,335.61,45978.57,50.23
ART00067,CLI055,LE001,SO8972718,03/08/2021,03/10/2021,317,817.31,259087.27,45.92
ART00700,CLI031,LE001,SO3244556,10/15/2024,10/21/2024,331,35.51,11753.81,36.22
ART00537,CLI080,LE001,SO5897422,06/14/2023,06/23/2023,330,366.27,120869.1,52.4
ART00679,CLI092,LE003,SO5769831,12/21/2023,01/28/2024,413,35.14,14512.82,17.99
ART00454,CLI025,LE003,SO8298220,05/07/2024,06/16/2024,347,160.9,55832.3,15.06
ART00679,CLI080,LE001,SO6759846,12/02/2024,01/01/2025,111,37.52,4164.72,23.19
ART00405,CLI083,LE002,SO5778770,02/25/2024,04/09/2024,340,2964.63,1007974.2,38.99
ART00097,CLI052,LE001,SO2771227,07/31/2024,09/05/2024,244,2078.56,507168.64,16.95
ART00992,CLI085,LE003,SO2051381,12/08/2021,,286,377.7,108022.2,29.16
ART00900,CLI039,LE003,SO8365261,09/17/2021,10/22/2021,226,223.13,50427.38,27.19
ART00563,CLI090,LE001,SO5788711,05/30/2021,07/10/2021,369,118.45,43708.05,51.33
ART00281,CLI011,LE003,SO9869025,10/25/2024,11/18/2024,152,54.58,8296.16,30.74
ART00503,CLI085,LE003,SO6892068,12/17/2022,12/18/2022,285,208.63,59459.55,47.73
ART00644,CLI098,LE002,SO2666286,07/30/2023,08/16/2023,229,11.67,2672.43,35.82
ART00047,CLI027,LE003,SO9178120,10/25/2021,11/10/2021,460,1520.95,699637,7.34
ART00739,CLI092,LE003,SO7582499,07/07/2024,08/20/2024,58,633.39,36736.62,48.61
ART00976,CLI019,LE002,SO7498796,12/25/2024,01/27/2025,47,64.36,3024.92,51.06
ART00966,CLI068,LE001,SO3473404,07/18/2021,07/29/2021,205,60.36,12373.8,24.34
ART00742,CLI053,LE003,SO4547257,11/26/2021,,307,5.03,1544.21,30.42
ART00911,CLI067,LE003,SO1365318,11/08/2021,11/13/2021,47,55.86,2625.42,20.1
ART00486,CLI088,LE001,SO7771798,05/07/2021,,13,768.37,9988.81,20.13
ART00455,CLI062,LE001,SO6321240,06/11/2023,07/11/2023,145,535.33,77622.85,35.38
ART00333,CLI081,LE001,SO9448103,12/16/2024,01/20/2025,498,470.18,234149.64,33.34
ART00934,CLI048,LE001,SO6384685,10/08/2021,,182,151.35,27545.7,45.08
ART00467,CLI086,LE001,SO7926869,09/27/2023,11/08/2023,284,75.18,21351.12,49.53
ART00365,CLI056,LE001,SO2836197,03/28/2022,04/06/2022,411,5155.52,2118918.72,27.64
ART00765,CLI083,LE002,SO1284750,09/04/2024,09/22/2024,420,52.81,22180.2,30.71
ART00519,CLI008,LE001,SO6654814,07/21/2021,08/28/2021,371,304.89,113114.19,25.27
ART00973,CLI043,LE002,SO6977050,12/12/2022,01/17/2023,303,297.64,90184.92,34.96
ART00303,CLI018,LE003,SO5534131,08/14/2024,09/27/2024,359,17.06,6124.54,49.77
ART00695,CLI027,LE003,SO7653658,07/07/2022,08/03/2022,31,8.1,251.1,29.26
ART00605,CLI095,LE001,SO4094869,10/29/2024,12/03/2024,327,21.77,7118.79,37.67
ART00809,CLI068,LE001,SO4772539,11/08/2021,11/20/2021,192,191.34,36737.28,38.39
ART00571,CLI088,LE001,SO6621798,09/14/2023,09/18/2023,95,8.13,772.35,29.52
ART00803,CLI021,LE003,SO5513934,06/08/2022,06/26/2022,97,921.74,89408.78,50.81
ART00195,CLI082,LE003,SO9048219,12/08/2024,01/18/2025,166,2303.86,382440.76,48.03
ART00760,CLI014,LE003,SO2943270,12/13/2024,01/01/2025,107,909.41,97306.87,46.81
ART00623,CLI070,LE001,SO5838468,09/29/2024,10/25/2024,228,1093.2,249249.6,26.6
ART00151,CLI050,LE003,SO5033536,10/15/2023,11/07/2023,50,445.1,22255,46.53
ART00805,CLI053,LE003,SO5933501,11/05/2022,12/15/2022,194,8729.9,1693600.6,30.06
ART00278,CLI056,LE001,SO2900853,08/13/2021,08/29/2021,448,37.3,16710.4,28.2
ART00345,CLI086,LE001,SO5439533,02/05/2023,02/23/2023,369,195.72,72220.68,52.64
ART00761,CLI061,LE003,SO9689929,04/27/2021,06/04/2021,311,22.83,7100.13,37.67
ART00331,CLI054,LE002,SO8596263,09/17/2021,10/26/2021,18,9.12,164.16,27.19
ART00436,CLI014,LE003,SO7845694,12/01/2023,,380,649.34,246749.2,30.58
ART00894,CLI041,LE001,SO3018278,10/25/2021,12/01/2021,132,3043.89,401793.48,20.3
ART00366,CLI032,LE003,SO2523673,11/28/2023,,155,943.03,146169.65,37.58
ART00198,CLI045,LE003,SO1643718,09/14/2023,10/16/2023,418,373.38,156072.84,37.13
ART00984,CLI018,LE003,SO7194550,12/29/2024,01/24/2025,427,5292.76,2260008.52,33.31
ART00438,CLI009,LE003,SO9085221,06/03/2021,06/21/2021,137,135.29,18534.73,29.74
ART00487,CLI048,LE001,SO7748056,07/23/2021,07/28/2021,263,252.58,66428.54,36.17
ART00337,CLI053,LE003,SO4483880,01/26/2021,01/29/2021,153,5738.96,878060.88,35.44
ART00016,CLI019,LE002,SO8663128,09/11/2022,10/03/2022,211,524.8,110732.8,48.74
ART00838,CLI060,LE001,SO4938391,08/08/2021,09/03/2021,65,8744.66,568402.9,20.21
ART00709,CLI089,LE003,SO7089746,04/20/2024,06/04/2024,362,29.27,10595.74,37.03
ART00619,CLI100,LE001,SO2842820,11/21/2022,12/21/2022,71,9.39,666.69,27.05
ART00558,CLI086,LE001,SO4346878,06/13/2023,07/25/2023,303,1099.83,333248.49,40.43
ART00234,CLI003,LE003,SO9325564,02/18/2022,03/28/2022,218,759.53,165577.54,49.94
ART00291,CLI028,LE002,SO5542840,05/23/2023,06/20/2023,318,172.86,54969.48,43.69
ART00654,CLI089,LE003,SO2829492,01/02/2024,02/10/2024,201,7.22,1451.22,44.32
ART00330,CLI071,LE002,SO4406177,07/18/2023,07/28/2023,88,53.72,4727.36,30.38
ART00412,CLI035,LE003,SO8095404,10/02/2024,10/08/2024,464,77.01,35732.64,34.74
ART00310,CLI060,LE001,SO9147818,01/29/2021,02/15/2021,50,305.28,15264,46.11
ART00710,CLI065,LE003,SO4189439,12/13/2024,01/08/2025,50,227.01,11350.5,36.86
ART00777,CLI024,LE003,SO2197268,01/04/2024,02/03/2024,171,693.49,118586.79,24.68
ART00270,CLI081,LE001,SO7029382,11/25/2022,12/10/2022,113,46.61,5266.93,26.71
ART00094,CLI075,LE001,SO2197904,02/28/2022,04/08/2022,288,40.7,11721.6,32.65
ART00952,CLI034,LE003,SO4067370,12/08/2023,12/13/2023,485,933.29,452645.65,44.16
ART00527,CLI091,LE002,SO5706667,03/11/2023,04/16/2023,223,345.02,76939.46,55.51
ART00020,CLI027,LE003,SO5372182,04/04/2021,,229,2349.09,537941.61,14.87
ART00936,CLI017,LE002,SO3858580,10/31/2024,11/11/2024,252,2607.76,657155.52,36.46
ART00044,CLI073,LE003,SO2727836,04/02/2024,05/05/2024,167,400.68,66913.56,32.71
ART00557,CLI078,LE003,SO1428194,10/18/2023,11/23/2023,401,321.23,128813.23,20.42
ART00474,CLI056,LE001,SO6410265,05/22/2022,06/16/2022,399,2725.86,1087618.14,45.52
ART00837,CLI074,LE002,SO1119834,02/27/2022,03/07/2022,396,245.74,97313.04,33.69
ART00407,CLI034,LE003,SO4025467,09/30/2024,11/08/2024,236,747.11,176317.96,36.54
ART00628,CLI014,LE003,SO3789567,08/02/2024,09/16/2024,243,18.6,4519.8,25.86
ART00499,CLI098,LE002,SO7656131,11/05/2023,11/07/2023,253,15.07,3812.71,29.13
ART00398,CLI027,LE003,SO8331412,02/27/2022,03/27/2022,478,516.5,246887,21.47
ART00914,CLI065,LE003,SO8415119,01/28/2023,02/05/2023,45,159.23,7165.35,33.86
ART00764,CLI007,LE001,SO7451839,05/05/2021,05/13/2021,493,220.02,108469.86,44.2
ART00705,CLI099,LE002,SO3317364,03/06/2022,03/31/2022,121,143.19,17325.99,46.91
ART00559,CLI034,LE003,SO3882587,11/26/2024,12/23/2024,479,2.67,1278.93,49.06
ART00004,CLI078,LE003,SO5996123,11/21/2021,12/11/2021,170,1040.31,176852.7,42.68
ART00268,CLI045,LE003,SO4229102,12/04/2024,12/28/2024,148,405.55,60021.4,49.01
ART00081,CLI086,LE001,SO5391041,11/01/2023,11/17/2023,174,9078.75,1579702.5,13.41
ART00177,CLI026,LE002,SO8712974,03/23/2023,04/16/2023,41,289.34,11862.94,42.33
ART00018,CLI040,LE003,SO4670078,10/05/2021,10/23/2021,233,111.92,26077.36,43.98
ART00536,CLI099,LE002,SO2629276,10/04/2022,10/19/2022,479,1180.86,565631.94,19.27
ART00733,CLI035,LE003,SO6675013,03/16/2023,04/05/2023,110,21.57,2372.7,36.21
ART00961,CLI029,LE003,SO5010480,08/27/2024,10/07/2024,471,73.67,34698.57,44.52
ART00744,CLI054,LE002,SO5835920,06/10/2022,07/02/2022,6,381.22,2287.32,51.24
ART00396,CLI028,LE002,SO8398290,02/26/2023,03/07/2023,172,46.74,8039.28,32.67
ART00147,CLI059,LE003,SO9960407,12/05/2024,12/21/2024,437,449.59,196470.83,29.64
ART00719,CLI065,LE003,SO8540062,05/14/2022,06/14/2022,414,2178.33,901828.62,21.67
ART00846,CLI078,LE003,SO7792230,04/02/2022,04/25/2022,337,492.22,165878.14,41.66
ART00094,CLI031,LE001,SO8524212,12/27/2023,02/09/2024,203,52.57,10671.71,47.86
ART00231,CLI050,LE003,SO1528676,11/20/2021,,143,1154.51,165094.93,47.44
ART00204,CLI046,LE002,SO9204225,12/09/2022,01/11/2023,114,149.33,17023.62,26.26
ART00497,CLI093,LE001,SO3258638,10/27/2022,11/14/2022,340,1059.38,360189.2,53
ART00369,CLI017,LE002,SO7959446,02/14/2023,03/07/2023,363,345.44,125394.72,24.22
ART00641,CLI045,LE003,SO6699153,05/11/2024,06/24/2024,401,1758.6,705198.6,35.66
ART00794,CLI088,LE001,SO4434938,02/14/2021,03/11/2021,363,33.11,12018.93,35.55
ART00884,CLI055,LE001,SO9107923,12/13/2022,01/20/2023,12,739.29,8871.48,43.72
ART00392,CLI015,LE001,SO7859631,06/17/2024,06/28/2024,263,98.33,25860.79,43.49
ART00314,CLI002,LE003,SO4971047,12/26/2023,01/30/2024,249,3068.95,764168.55,42.14
ART00062,CLI041,LE001,SO3583371,09/30/2022,10/30/2022,260,152.77,39720.2,50.03
ART00054,CLI067,LE003,SO7450452,12/31/2021,01/08/2022,8,788.44,6307.52,55.02
ART00384,CLI053,LE003,SO6210578,06/04/2022,06/12/2022,252,131.77,33206.04,47.58
ART00752,CLI020,LE003,SO8912876,07/18/2022,08/03/2022,393,580.36,228081.48,55.68
ART00374,CLI073,LE003,SO3737630,08/27/2024,10/05/2024,331,81.13,26854.03,30.9
ART00356,CLI049,LE003,SO9464410,11/07/2021,11/29/2021,27,20.13,543.51,50.62
ART00441,CLI043,LE002,SO5830364,08/02/2024,08/13/2024,456,3940.92,1797059.52,42.46
ART00681,CLI082,LE003,SO4816735,08/09/2024,08/12/2024,33,27.56,909.48,15.82
ART00631,CLI085,LE003,SO1334251,09/12/2021,09/27/2021,303,1309.17,396678.51,33.87
ART00915,CLI010,LE002,SO4140944,07/22/2022,08/05/2022,157,15.54,2439.78,53.02
ART00980,CLI023,LE002,SO3640780,04/18/2022,05/12/2022,338,3.36,1135.68,13.69
ART00559,CLI032,LE003,SO1189661,12/21/2022,,188,2.42,454.96,43.8
ART00129,CLI067,LE003,SO5080031,01/18/2024,02/18/2024,241,22.38,5393.58,14.75
ART00006,CLI078,LE003,SO6743692,01/01/2024,01/09/2024,258,159.6,41176.8,38.65
ART00393,CLI029,LE003,SO3214832,12/13/2023,12/22/2023,96,172.44,16554.24,39.91
ART00280,CLI032,LE003,SO1054751,11/13/2023,11/15/2023,85,37.37,3176.45,15.52
ART00802,CLI044,LE001,SO2280507,05/19/2023,05/24/2023,337,35.09,11825.33,26.16
ART00657,CLI052,LE001,SO5294031,09/03/2023,09/24/2023,26,50.51,1313.26,39.62
ART00895,CLI038,LE001,SO4131695,05/23/2022,06/16/2022,447,141.93,63442.71,33.17
ART00566,CLI058,LE003,SO7208701,02/20/2024,04/05/2024,331,265.68,87940.08,25.9
ART00689,CLI040,LE003,SO4584202,05/12/2021,05/25/2021,272,662.73,180262.56,35.64
